,Title,Vote Average,Genre
,The Other Boleyn Girl,6.4,Comedy|Drama
,Sweet November,6.4,Comedy|Mystery|Thriller
,The Reaping,5.4,Adventure|Comedy|Sci-Fi
,Mean Streets,7.2,Comedy|Crime|Drama
,Renaissance Man,5.9,Drama|War
,Colombiana,6.5,Comedy|Drama|Film-Noir
,Quest for Camelot,6.9,Action|Adventure|Animation|Sci-Fi
,City By The Sea,5.7,Action|Adventure|Fantasy
,At First Sight,5.9,Drama
,Torque,4.7,Comedy|Drama|Romance
,City Hall,6,Comedy|Fantasy
,Showgirls,4.9,Comedy|Drama
,Marie Antoinette,6.5,Drama
,Kiss of Death,5.7,Comedy|Drama|War
,Get Carter,4.8,Animation|Children|Fantasy|Musical
,The Impossible,7,Drama|Western
,Ishtar,4.2,Crime|Film-Noir|Mystery
,Fantastic Mr. Fox,7.5,Comedy
,Life or Something Like It,5.7,Drama|Romance
,Memoirs of an Invisible Man,5.7,Action|Adventure|Drama
,Amélie,7.8,Comedy
,New York Minute,5.5,Documentary
,Alfie,5.6,Drama|Romance
,Big Miracle,6.6,Action|Adventure
,The Deep End of the Ocean,5.9,Comedy|Drama
,FearDotCom,3.2,Drama
,Cirque du Freak: The Vampire's Assistant,5.5,Drama
,Duplex,5.9,Drama|Romance
,Soul Men,6.3,Comedy
,Raise the Titanic,5.2,Drama|Musical
,Universal Soldier: The Return,4.2,Drama|War
,Pandorum,6.5,Comedy|Drama
,Impostor,6.1,Drama|Sci-Fi
,Extreme Ops,5,Children|Drama|Fantasy
,Just Visiting,4.8,Adventure|Drama
,Sunshine,7,Action|Western
,A Thousand Words,6,Drama|Romance
,Delgo,5.4,Adventure|Drama|Sci-Fi
,The Gunman,5.5,Comedy|Romance
,Stormbreaker,5.1,Comedy
,Disturbia,6.6,Drama|Romance
,Hackers,6.2,Documentary
,The Hunting Party,6.6,Comedy
,The Hudsucker Proxy,7.1,Drama
,The Warlords,6.3,Crime
,Nomad: The Warrior,4.3,Romance
,Snowpiercer,6.7,Documentary
,A Monster in Paris,6.5,Drama
,The Last Shot,5.9,Comedy
,The Crow,7.3,Comedy|Drama
,Baahubali: The Beginning,7.5,Documentary
,The Time Traveler's Wife,6.7,Action|Horror|Sci-Fi|Thriller
,Because I Said So,5.8,Comedy|Horror|Thriller
,Frankenweenie,6.6,Horror
,Serenity,7.4,Horror
,Against the Ropes,4.5,Horror
,Superman III,5.3,Horror
,Grudge Match,6,Horror
,Red Cliff,7.1,Drama|Horror|Mystery|Thriller
,Sweet Home Alabama,6,Horror
,The Ugly Truth,6.4,Horror
,Sgt. Bilko,5.5,Horror
,Spy Kids 2: The Island of Lost Dreams,5.3,Horror
,Star Trek: Generations,6.4,Horror|Thriller
,The Grandmaster,6.3,Horror|Thriller
,Water for Elephants,6.7,Horror|Sci-Fi
,Dragon Nest: Warriors' Dawn,6.8,Horror|Mystery
,The Hurricane,7.2,Horror|Thriller
,Enough,6.2,Drama|Horror|Thriller
,Heartbreakers,5.7,Fantasy|Horror|Romance|Thriller
,Paul Blart: Mall Cop 2,5,Drama|Horror|Sci-Fi
,Angel Eyes,5.6,Horror
,Joe Somebody,5.5,Horror|Thriller
,The Ninth Gate,6.3,Thriller
,Extreme Measures,5.7,Crime|Drama|Thriller
,Rock Star,6,Drama|Fantasy|Horror|Thriller
,Precious,6.9,Drama|Fantasy|Horror
,White Squall,6.3,Horror|Thriller
,The Thing,7.8,Horror
,Riddick,6.2,Horror
,Switchback,5.8,Horror|Mystery|Thriller
,Texas Rangers,5.4,Crime|Drama|Thriller
,City of Ember,6.2,Crime|Thriller
,The Master,7,Comedy|Drama|Romance
,Virgin Territory,4.3,Drama|Mystery
,The Express,7.1,Horror|Thriller
,The 5th Wave,5.6,Action|Adventure|Sci-Fi|Thriller
,Creed,7.3,Drama|Romance
,The Town,7,Drama
,What to Expect When You're Expecting,5.8,Children|Comedy
,Burn After Reading,6.5,Drama
,Nim's Island,5.6,Documentary
,Rush,7.7,Drama
,Magnolia,7.5,Drama
,Cop Out,5.3,Drama
,How to Be Single,5.9,Drama
,Dolphin Tale,6.7,Adventure|Children|Comedy
,Twilight,5.8,Drama
,John Q,7,Drama|Thriller
,Blue Streak,6.1,Action|Adventure|Thriller
,We're the Millers,6.8,Adventure|Sci-Fi
,The Inhabited Island,5.3,Action|Mystery|Sci-Fi
,Breakdown,6.6,Action|Sci-Fi
,Never Say Never Again,5.8,Action|Adventure|Sci-Fi|Thriller
,Hot Tub Time Machine,6,Action|Adventure|Sci-Fi
,Dolphin Tale 2,6.7,Adventure|Comedy|Sci-Fi
,Reindeer Games,5.4,Action|Crime
,A Man Apart,5.8,Action|Comedy|Western
,Aloha,5.2,Action|Western
,Ghosts of Mississippi,6.2,Comedy|Musical|Romance
,Snow Falling on Cedars,6.3,Comedy|Musical|Romance
,The Rite,5.8,Action|Drama
,Gattaca,7.5,Action|Sci-Fi
,Isn't She Great,4.6,Drama
,Space Chimps,5.2,Action|Drama|Thriller
,Head of State,5.3,Western
,The Hangover,7.2,Action|Horror
,Ip Man 3,6.5,Horror|Thriller
,Austin Powers: The Spy Who Shagged Me,6.2,Action|Horror
,Batman,7,Comedy
,There Be Dragons,5.9,Action|Comedy|Sci-Fi
,Lethal Weapon 3,6.4,Comedy|Drama
,The Blind Side,7.2,Drama|Romance
,Spy Kids,5.5,Comedy
,Horrible Bosses,6.5,Comedy|Drama
,True Grit,7.2,Action|Comedy|Crime|Drama|Sci-Fi
,The Devil Wears Prada,7,Drama
,Star Trek: The Motion Picture,6.2,Romance|War
,Identity Thief,5.6,Drama
,Cape Fear,7,Drama
,21,6.5,Drama
,Trainwreck,5.9,Crime|Drama
,Guess Who,5.5,Adventure|Animation|Comedy|Crime
,The English Patient,7,Drama
,L.A. Confidential,7.7,Comedy|Horror|Mystery|Thriller
,Sky High,5.8,Action|Romance|War|Western
,In & Out,6.3,Comedy|Drama|Fantasy|Romance
,Species,5.5,Comedy|Drama
,A Nightmare on Elm Street,7.2,Crime|Drama|Romance
,The Cell,6,Drama
,The Man in the Iron Mask,6.3,Drama
,Secretariat,6.8,Comedy
,TMNT,6,Crime|Drama|Romance
,Radio,6.8,Drama|Musical
,Friends with Benefits,6.5,Drama
,Neighbors 2: Sorority Rising,5.6,Adventure|Drama
,Saving Mr. Banks,7.3,Documentary
,Malcolm X,7.2,Documentary
,This Is 40,5.6,Crime|Drama|Mystery|Thriller
,Old Dogs,5.2,Drama
,Underworld: Rise of the Lycans,6.2,Action
,License to Wed,5.2,Comedy
,The Benchwarmers,5.2,Children
,Must Love Dogs,5.8,Action|Thriller
,Donnie Brasco,7.4,Drama
,Resident Evil,6.4,Action|Adventure|Comedy|Thriller
,Poltergeist,7,Comedy|Thriller
,The Ladykillers,6,Action|Comedy
,Max Payne,5.2,Action|Comedy|Crime|Drama|Thriller
,In Time,6.7,Comedy|Horror|Sci-Fi|Thriller
,The Back-Up Plan,5.7,Action
,Something Borrowed,5.9,Comedy
,Black Knight,5.1,Drama
,The Bad News Bears,6.9,Action|Thriller
,Street Fighter,4.1,Comedy
,The Pianist,8,Comedy
,The Nativity Story,6.4,Comedy|Romance
,House of Wax,5.5,Drama
,Closer,6.7,Documentary
,J. Edgar,6,Comedy
,Mirrors,6,Comedy|War
,Queen of the Damned,5.4,Comedy|Drama
,Predator 2,5.9,Crime
,Untraceable,5.9,Documentary
,Blast from the Past,6.3,Comedy
,Flash Gordon,6.1,War
,Jersey Girl,5.8,Comedy|Romance
,Alex Cross,5.1,Comedy|Drama
,Midnight in the Garden of Good and Evil,6.3,Comedy|Romance
,Heist,5.6,Comedy
,Nanny McPhee and the Big Bang,6,Comedy|Drama|Romance
,Hoffa,6.1,Drama|Fantasy|Romance
,The X Files: I Want to Believe,5.5,Mystery|Thriller
,Ella Enchanted,5.9,Children|Comedy|Mystery
,Concussion,7,Comedy
,Abduction,5.6,Documentary
,Valiant,5.2,Comedy|Romance
,Wonder Boys,6.9,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
,Superhero Movie,4.9,Action|Drama
,Broken City,5.7,Crime|Drama
,Cursed,5.1,Comedy|Drama
,Premium Rush,6.2,Comedy|Romance
,Hot Pursuit,5.4,Documentary
,The Four Feathers,6.5,Drama
,Parker,5.7,Crime|Thriller
,Wimbledon,6,Action|Comedy|Crime|Drama
,Furry Vengeance,4.6,Children|Comedy
,Bait,5.3,Romance
,Krull,5.8,Comedy|Drama
,Lions for Lambs,6,Romance
,Flight of the Intruder,5.7,Action|Romance|Sci-Fi|Thriller
,Walk Hard: The Dewey Cox Story,6.6,Drama|Thriller
,The Shipping News,6.4,Comedy|Drama
,American Outlaws,5.7,Drama|Thriller
,The Young Victoria,7,Comedy|Drama|Mystery|Romance
,Whiteout,5.3,Comedy
,The Tree of Life,6.5,Drama
,Knock Off,4.7,Drama|Musical
,Sabotage,5.5,Action|Drama|Thriller
,The Order,4.8,Animation|Children|Musical
,Punisher: War Zone,5.6,Comedy
,Zoom,4.9,Romance
,The Walk,6.9,Action|Adventure|Children
,Warriors of Virtue,4.7,Drama|Romance
,A Good Year,6.5,Action
,Radio Flyer,6.6,Drama|Romance
,Bound by Honor,7.7,Action|Adventure|Thriller
,Smilla's Sense of Snow,6.6,Comedy|Crime|Romance
,Femme Fatale,6.2,Crime
,Lion of the Desert,7.4,Drama|Romance
,The Horseman on the Roof,6.7,Comedy
,Ride with the Devil,6.6,Drama
,Biutiful,7,Drama|War
,Bandidas,5.8,Drama
,Black Water Transit,0,Drama
,The Maze Runner,7,Drama
,Unfinished Business,5,Comedy|Romance
,The Age of Innocence,7,Comedy
,The Fountain,6.8,Romance
,Chill Factor,5.3,Action|Drama|Thriller
,Stolen,5.1,Comedy
,Ponyo,7.5,Action|Adventure|Comedy
,The Longest Ride,7.3,Action|Thriller
,The Astronaut's Wife,5.4,Drama
,I Dreamed of Africa,5.3,Romance
,Playing for Keeps,5.4,Drama
,Mandela: Long Walk to Freedom,6.5,Action|Crime|Romance
,Reds,7.1,Drama
,A Few Good Men,7.1,Action|Adventure|Children|Fantasy
,Exit Wounds,5.3,Comedy
,Big Momma's House,5.6,Action|Adventure|Comedy|Sci-Fi
,Thunder and the House of Magic,6.3,Comedy
,The Darkest Hour,4.8,Comedy|Drama
,Step Up Revolution,6.7,Drama
,Snakes on a Plane,5.1,Comedy
,The Watcher,4.9,Drama
,The Punisher,6.1,Drama
,Goal!: The Dream Begins,6.6,Drama|Romance
,Safe,6.3,Comedy|Drama|Romance
,Pushing Tin,5.7,Adventure|Children
,Return of the Jedi,7.9,Comedy|Crime
,Doomsday,5.8,Comedy|Romance
,The Reader,7.2,Comedy|Drama|Romance
,Wanderlust,5.3,Drama
,Elf,6.4,Action|Adventure|Sci-Fi|Thriller
,Phenomenon,6.2,Drama
,Snow Dogs,5.3,Comedy
,Scrooged,6.7,Children|Drama
,Nacho Libre,5.6,Drama
,Bridesmaids,6.5,Drama|Romance
,This Is the End,6.3,Comedy|Romance
,Stigmata,6,Adventure|Children|Drama
,Men of Honor,7,Action|Adventure|Thriller
,Takers,6,Comedy
,The Big Wedding,5.7,Drama|Romance
,"Big Mommas: Like Father, Like Son",5.3,Drama
,Source Code,7.1,Action|Romance|Thriller
,Alive,6.7,Drama
,The Number 23,6.3,Comedy
,The Young and Prodigious T.S. Spivet,6.7,Drama
,1941,5.6,Comedy
,Dreamer: Inspired By a True Story,6.3,Action|Adventure|Fantasy|Thriller
,A History of Violence,6.9,Drama
,Transporter 2,6.2,Comedy|Drama|Romance
,The Quick and the Dead,6.3,Comedy|Thriller
,Laws of Attraction,5.6,Adventure|Animation|Children|Comedy|Musical
,Bringing Out the Dead,6.6,Drama
,Repo Men,6.2,Crime|Drama|Mystery
,Dragon Wars: D-War,4,Comedy|Romance
,Bogus,5.4,Horror|Sci-Fi
,The Incredible Burt Wonderstone,5.3,Comedy|Romance
,Cats Don't Dance,7.1,Drama
,Cradle Will Rock,7.2,Action|Crime|Drama|Thriller
,The Good German,5.9,Romance
,George and the Dragon,5,Drama
,Apocalypse Now,8,Drama
,Going the Distance,6,Crime
,Mr. Holland's Opus,6.9,Drama
,Criminal,5.7,Action|Comedy|Sci-Fi
,Out of Africa,7,Comedy
,Flight,6.5,Adventure|Children
,Moonraker,5.9,Children|Fantasy
,The Grand Budapest Hotel,8,Drama|Sci-Fi
,Hearts in Atlantis,6.4,Comedy
,Arachnophobia,6.2,Action|Drama
,Frequency,7,Action|Adventure|Fantasy
,Vacation,6.2,Children|Comedy
,Get Shorty,6.4,Action|Crime|Drama|Thriller
,Chicago,6.9,Horror|Sci-Fi|Thriller
,Big Daddy,6.1,Action|Adventure|Sci-Fi|Thriller
,American Pie 2,6,Children|Comedy
,Toy Story,7.7,Comedy|Romance
,Speed,6.8,Comedy|Drama
,The Vow,7,Adventure|Children|Drama
,Extraordinary Measures,6,Drama
,Remember the Titans,7.4,Drama|Mystery|Romance|Thriller
,The Hunt for Red October,7.2,Crime|Drama|Thriller
,The Butler,7.2,Action
,DodgeBall: A True Underdog Story,6.2,Drama|Romance
,The Addams Family,6.7,Crime|Drama|Film-Noir
,Ace Ventura: When Nature Calls,6.1,Comedy
,The Princess Diaries,6.5,Horror|Sci-Fi|Thriller
,The First Wives Club,6.5,Action|Comedy
,Se7en,8.1,Adventure|Romance
,District 9,7.3,Action|Adventure
,The SpongeBob SquarePants Movie,6.7,Action|Thriller
,Mystic River,7.6,Drama|Thriller
,Million Dollar Baby,7.7,Action|Adventure|Thriller
,Analyze This,6.4,Drama|Romance
,The Notebook,7.7,Comedy
,27 Dresses,6.1,Drama
,Hannah Montana: The Movie,6,Comedy
,Rugrats in Paris: The Movie,6,Adventure|Drama
,The Prince of Tides,5.9,Action|Thriller|War
,Legends of the Fall,7.2,Crime|Film-Noir|Mystery|Thriller
,Up in the Air,6.7,Adventure|Drama|War
,About Schmidt,6.7,Crime|Drama|Mystery|Thriller
,Warm Bodies,6.4,Drama
,Looper,6.6,Comedy|Drama
,Down to Earth,4.9,Horror
,Babe,6,Drama
,Hope Springs,5.8,Drama|Mystery|Thriller
,Forgetting Sarah Marshall,6.4,Action|Drama|Thriller
,Four Brothers,6.7,Crime|Drama|Mystery
,Baby Mama,5.8,Drama
,Hope Floats,5.8,Comedy|Romance
,Bride Wars,5.9,Comedy|Drama
,Without a Paddle,5.3,Action|Thriller
,13 Going on 30,6.3,Comedy|Romance
,Midnight in Paris,7.4,Drama
,The Nut Job,5.5,Drama
,Blow,7.4,Action|Thriller
,Message in a Bottle,5.8,Comedy|Drama|Romance
,Star Trek V: The Final Frontier,5.6,Comedy
,Like Mike,5.7,Comedy|Drama
,The Naked Gun 33⅓: The Final Insult,6.3,Comedy|Drama
,A View to a Kill,6,Drama|Romance
,The Curse of the Were-Rabbit,6.8,Horror|Mystery|Thriller
,P.S. I Love You,6.9,Drama|Mystery|Thriller
,Racing Stripes,5.1,Children|Comedy|Romance|Sci-Fi
,Atonement,7.4,Crime|Drama|Thriller
,Letters to Juliet,6.6,Comedy|Drama
,Black Rain,6.2,Documentary
,The Three Stooges,4.9,Drama
,Corpse Bride,7.2,Drama
,Glory Road,7.2,Documentary
,Sicario,7.2,Drama|Sci-Fi|Thriller
,Southpaw,7.3,Children|Drama|Fantasy
,Drag Me to Hell,6.2,Drama|Horror|Thriller
,The Age of Adaline,7.4,Drama|Romance
,Secondhand Lions,6.9,Comedy|Documentary
,Step Up 3D,6.6,Romance|Thriller
,Blue Crush,5.6,Drama
,Stranger Than Fiction,7.1,Drama
,30 Days of Night,6.2,Crime|Mystery|Thriller
,The Cabin in the Woods,6.5,Crime
,Meet the Spartans,3.7,Comedy|War
,Midnight Run,7.2,Drama
,The Running Man,6.4,Comedy
,Little Shop of Horrors,6.6,Romance
,Hanna,6.5,Action|Drama
,Mortal Kombat: Annihilation,3.8,Drama
,Larry Crowne,5.7,Romance
,Carrie,5.8,Drama|War
,Take the Lead,6.6,Crime|Drama|Thriller
,Gridiron Gang,6.5,Drama
,What's the Worst That Could Happen?,5.1,Drama
,9,6.6,Drama|Romance|Thriller
,Side Effects,6.4,Crime|Thriller
,The Prince & Me,5.9,Action|Sci-Fi
,Winnie the Pooh,6.8,Comedy|Drama
,Dumb and Dumberer: When Harry Met Lloyd,4.1,Drama|Romance
,Bulworth,6.3,Comedy
,Get on Up,6.4,Drama|Romance
,One True Thing,6.2,Action|Adventure|Fantasy
,Virtuosity,5.4,Comedy|Drama|Sci-Fi
,My Super Ex-Girlfriend,4.8,Drama|Romance
,Deliver Us from Evil,5.9,Drama|Romance
,Sanctum,5.8,Drama|Romance
,Little Black Book,5.2,Crime|Thriller
,The Five-Year Engagement,5.7,Action|Thriller
,Mr. 3000,5,Adventure|Animation|Children|Drama|Musical
,The Next Three Days,6.9,Comedy|Crime|Thriller
,Ultraviolet,4.8,Action|Horror|Sci-Fi
,Assault on Precinct 13,6,Horror|Sci-Fi
,The Replacement Killers,6,Drama|Mystery
,Fled,5.2,Drama
,Eight Legged Freaks,5.4,Drama
,Love & Other Drugs,6.6,Drama|War
,88 Minutes,5.7,Crime|Drama
,North Country,6.8,Comedy
,The Whole Ten Yards,5.5,Comedy|Drama
,Splice,5.5,Comedy|Drama
,Howard the Duck,5.1,Children|Comedy|Fantasy
,Pride and Glory,6.3,Comedy
,The Cave,5.1,Drama|Romance
,Alex & Emma,5,Drama
,Wicker Park,6.7,Drama
,Fright Night,6,Children|Comedy
,The New World,6.4,Drama
,Wing Commander,4,Thriller
,In Dreams,5.4,Drama
,Dragonball Evolution,2.9,Crime|Drama|Mystery
,The Last Stand,5.7,Children|Comedy
,Godsend,4.7,Romance
,Chasing Liberty,6.1,Thriller
,Hoodwinked Too! Hood VS. Evil,4.8,Drama
,An Unfinished Life,6.7,Comedy|Horror|Mystery|Thriller
,The Imaginarium of Doctor Parnassus,6.3,Thriller
,Barney's Version,7.2,Drama
,Runner Runner,5.5,Action|Adventure|Sci-Fi
,Antitrust,5.8,Drama|Romance
,Glory,7.4,Action|Adventure|Thriller
,Once Upon a Time in America,8.2,Comedy|Drama
,Dead Man Down,5.9,Drama
,The Merchant of Venice,6.7,Drama
,The Good Thief,6,Action|Adventure|Drama|Sci-Fi
,Supercross,5.4,Drama|Romance
,Miss Potter,6.3,Drama
,The Promise,5,Crime|Drama|Thriller
,DOA: Dead or Alive,5,Drama
,The Assassination of Jesse James by the Coward Robert Ford,7,Comedy
,1911,5,Comedy|Crime
,Little Nicholas,5.9,Drama|Romance
,Wild Card,5.4,Comedy|Drama
,Machine Gun Preacher,6.4,Drama|Romance
,Animals United,5.5,Comedy
,Goodbye Bafana,7,Action|Children|Comedy
,United Passions,3,Action|Drama
,Grace of Monaco,5.8,Crime
,Savva. Heart of the Warrior,6.4,Documentary
,Ripley's Game,6.6,Action|Adventure|Thriller
,Sausage Party,5.6,Comedy
,Pitch Perfect 2,6.8,Comedy
,Walk the Line,7.3,Adventure|Film-Noir|Sci-Fi|Thriller
,Keeping the Faith,5.9,Romance
,The Borrowers,5.8,Adventure|Children|Fantasy|Sci-Fi
,Frost/Nixon,7.2,Action|Crime|Thriller
,Confessions of a Dangerous Mind,6.6,Comedy
,Serving Sara,5,Crime|Drama|Fantasy|Thriller
,The Boss,5.5,Comedy|Romance
,Cry Freedom,6.9,Horror
,Mumford,6.3,Drama|Romance
,Seed of Chucky,4.9,Drama
,The Jacket,6.8,Comedy
,Aladdin,7.4,Action|Horror|Sci-Fi
,Straight Outta Compton,7.7,Comedy|Thriller
,Indiana Jones and the Temple of Doom,7.1,Crime|Drama
,The Rugrats Movie,5.7,Drama|Romance
,Along Came a Spider,6.1,Drama
,Florence Foster Jenkins,6.6,Action|Crime|Thriller
,Once Upon a Time in Mexico,6.2,Crime|Romance|Thriller
,Die Hard,7.5,Horror
,Role Models,6.4,Action|Comedy|Musical
,The Big Short,7.3,Action|Drama
,Taking Woodstock,6.2,Comedy|Drama
,Miracle,7,Drama
,Dawn of the Dead,6.8,Comedy|Romance
,The Wedding Planner,5.5,Sci-Fi|Thriller
,Space Pirate Captain Harlock,6.5,Documentary
,The Royal Tenenbaums,7.4,Drama
,Identity,7.1,Comedy|Romance
,Last Vegas,6.4,Crime|Drama|Mystery|Romance|Thriller
,For Your Eyes Only,6.3,Comedy|Drama|Romance
,Serendipity,6.6,Crime|Thriller
,Timecop,5.5,Documentary
,Zoolander,6.1,Action|Drama
,Safe Haven,6.9,Drama
,Hocus Pocus,6.4,Crime|Drama|Thriller
,No Reservations,6.1,Action|Crime|Thriller
,Kick-Ass,7.1,Comedy
,30 Minutes or Less,5.6,Comedy|Drama
,Dracula 2000,4.6,Drama
,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,Action|Drama
,Pride & Prejudice,7.7,Documentary|IMAX
,Blade Runner,7.9,Thriller
,Rob Roy,6.5,Comedy|Crime|Drama|Mystery|Thriller
,3 Days to Kill,6,Action|Adventure|Drama
,We Own the Night,6.5,Crime|Drama
,Lost Souls,4.5,Crime|Drama|Mystery|Thriller
,Winged Migration,7,Adventure|Children|Comedy
,Just My Luck,5.8,Drama
,"Mystery, Alaska",6,Crime|Drama
,The Spy Next Door,5.5,Comedy|Drama
,A Simple Wish,5.5,Drama
,Ghosts of Mars,4.8,Children|Comedy|Drama
,Our Brand Is Crisis,5.8,Drama
,Pride and Prejudice and Zombies,5.5,Drama
,Kundun,6.8,Comedy|Drama
,How to Lose Friends & Alienate People,6.2,Drama|Romance
,Kick-Ass 2,6.3,Documentary|Musical
,Alatriste,5.6,Drama|Romance
,Brick Mansions,5.7,Comedy|Romance
,Octopussy,6.2,Children|Comedy
,Knocked Up,6.2,Comedy|Thriller
,My Sister's Keeper,7.1,Comedy|Drama
,Welcome Home Roscoe Jenkins,5.7,Adventure|Children
,A Passage to India,6.9,Comedy|Documentary
,Notes on a Scandal,6.9,Drama|Romance
,Rendition,6.2,Comedy
,Star Trek VI: The Undiscovered Country,6.7,Action|Adventure|Sci-Fi
,Divine Secrets of the Ya-Ya Sisterhood,5.6,Action|Drama
,Kiss the Girls,6.2,Action|Drama|Thriller
,The Blues Brothers,7.5,Crime|Drama|Mystery|Thriller
,The Sisterhood of the Traveling Pants 2,6,Drama|Fantasy|Romance
,Joyful Noise,6.7,Comedy|Drama
,About a Boy,6.6,Comedy
,Lake Placid,5.5,Comedy
,Lucky Number Slevin,7.4,Drama
,The Right Stuff,7.3,Drama|Thriller
,Anonymous,6.3,Crime|Drama
,The NeverEnding Story,7,Children|Comedy
,Dark City,7.2,Drama|Romance
,The Duchess,6.7,Comedy|Mystery|Thriller
,Return to Oz,6.7,Drama
,The Newton Boys,5.9,Adventure|Children|Comedy|Fantasy
,Case 39,6.1,Adventure
,Suspect Zero,5.5,Drama|Romance
,Martian Child,6.8,Drama|Romance
,Spy Kids: All the Time in the World,4.4,Drama|Thriller
,Money Monster,6.5,Comedy
,The 51st State,5.9,Comedy|Romance
,Flawless,5.9,Comedy
,Mindhunters,6.3,Documentary
,What Just Happened,5.2,Comedy
,The Statement,5.9,Action|Comedy
,The Magic Flute,6.9,Drama
,Paul Blart: Mall Cop,5.2,Drama
,Freaky Friday,6,Comedy|Thriller
,The 40 Year Old Virgin,6.2,Horror|Sci-Fi
,Shakespeare in Love,6.8,Comedy
,A Walk Among the Tombstones,6.2,Comedy
,Kindergarten Cop,5.8,Documentary
,Pineapple Express,6.6,Action|Comedy|Crime
,Ever After: A Cinderella Story,6.8,Action|Adventure
,Open Range,7,Action|Thriller
,Flatliners,6.3,Comedy|Drama
,A Bridge Too Far,6.9,Comedy|Drama
,Red Eye,6.2,Drama
,Final Destination 2,5.9,Crime|Drama|Romance|War
,"O Brother, Where Art Thou?",7.3,Comedy|Romance
,Legion,5.2,Comedy
,Pain & Gain,6.1,Drama|Sci-Fi|Thriller
,In Good Company,5.9,Drama
,Clockstoppers,4.9,Comedy|Romance
,Silverado,7.1,Drama|Romance
,Brothers,6.8,Drama
,Agent Cody Banks 2: Destination London,5.2,Adventure|Animation|Children|Fantasy|Musical
,New Year's Eve,5.7,Action|Sci-Fi|Thriller
,Original Sin,5.8,Comedy|Drama|Romance
,The Raven,6.1,Adventure|Comedy|Drama
,Welcome to Mooseport,4.8,Comedy|Drama|Romance
,Highlander: The Final Dimension,4.5,Comedy
,Blood and Wine,5.5,Adventure|Comedy|Western
,Snow White: A Tale of Terror,6,Comedy|Drama|Romance
,The Curse of the Jade Scorpion,6.5,Drama|Mystery|Thriller
,Accidental Love,3.9,Drama
,Flipper,5.3,Horror|Thriller
,Self/less,6.3,Thriller
,The Constant Gardener,6.8,Drama
,The Passion of the Christ,6.9,Adventure|Comedy|Romance
,Mrs. Doubtfire,7,Comedy|Drama|Romance
,Rain Man,7.6,Comedy
,Gran Torino,7.8,Drama|Romance
,W.,6.1,Drama|War
,Taken,7.2,Adventure|Drama
,The Best of Me,7.2,Comedy|Drama
,The Bodyguard,6.1,Documentary
,Schindler's List,8.3,Drama|Romance
,The Help,7.8,Comedy
,The Fifth Estate,5.7,Comedy|Drama
,Scooby-Doo 2: Monsters Unleashed,5.4,Drama
,Forbidden Kingdom,4.9,Comedy|Romance
,Freddy vs. Jason,5.8,Adventure|Animation|Children|Comedy|Drama|Musical|Romance
,The Face of an Angel,4.7,Drama|Thriller
,Jimmy Neutron: Boy Genius,5.6,Action|Crime|Mystery|Sci-Fi|Thriller
,Cloverfield,6.4,Comedy|Crime|Drama
,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,Comedy
,The Untouchables,7.6,Comedy|Crime|Drama|Romance|Thriller
,No Country for Old Men,7.7,Drama|Mystery
,Ride Along,6.1,Comedy|Drama
,Bridget Jones's Diary,6.5,Drama
,Chocolat,6.8,Drama|Romance
,"Legally Blonde 2: Red, White & Blonde",5.1,Action|Romance|Sci-Fi|Thriller
,Parental Guidance,5.7,Action|Comedy|Crime|Thriller
,No Strings Attached,6.1,Children|Comedy
,Tombstone,7.4,Animation|Children|Fantasy|War
,Romeo Must Die,6,Drama|Sci-Fi|Thriller
,The Omen,7.2,Drama
,Final Destination 3,5.8,Comedy|Romance
,The Lucky One,6.8,Horror|Sci-Fi
,Bridge to Terabithia,7,Action|Drama|Romance|War
,Finding Neverland,7.2,Musical
,A Madea Christmas,7,Action|Drama|War
,The Grey,6.4,Drama|Western
,Hide and Seek,6.1,Drama|Romance
,Anchorman: The Legend of Ron Burgundy,6.7,Drama|Romance|War
,GoodFellas,8.2,Adventure|Drama
,Agent Cody Banks,5,Drama|Musical
,Nanny McPhee,6.4,Drama
,Scarface,8,Comedy|Romance
,Nothing to Lose,6.3,Drama|Musical|Romance
,The Last Emperor,7.4,Drama|War
,Contraband,6.1,Comedy|Drama|Musical
,Money Talks,5.9,Drama
,There Will Be Blood,7.9,Drama|War
,The Wild Thornberrys Movie,5.8,Drama
,Rugrats Go Wild,5.6,Drama
,Undercover Brother,5.5,Drama
,The Sisterhood of the Traveling Pants,6.3,Drama
,Kiss of the Dragon,6.4,Drama|Romance|War
,The House Bunny,5.6,Crime|Drama
,Beauty Shop,5.4,Drama|Romance
,Million Dollar Arm,6.6,Drama|Musical|Romance
,The Giver,6.4,Adventure|Comedy|Romance
,What a Girl Wants,5.8,Drama
,Jeepers Creepers 2,5.5,Drama|Mystery
,Good Luck Chuck,5.5,Drama|Musical
,Cradle 2 the Grave,5.8,Drama
,The Hours,7,Action|Crime|Thriller
,She's the Man,6.4,Drama
,Mr. Bean's Holiday,6.1,Drama
,Anacondas: The Hunt for the Blood Orchid,4.9,Drama
,Blood Ties,6,Drama
,August Rush,7.1,Comedy|Drama
,Elizabeth,7.1,Drama|Romance
,Bride of Chucky,5.5,Drama
,Tora! Tora! Tora!,6.9,Drama
,Spice World,4.7,Drama
